Atomic Radius(Atomic unit),Expansion Coefficient,Electron Affinity(-ive),Conductivity,Yield Strength,Outcome
1.3,0,67,2.52,46.33093525,1
1.3,0.005,69,2.94,36.8,1
1.3,0.001,70,3.08,111.6879433,1
1.3,0.001,71,2.66,112.4857143,1
1.3,0.005,70,3.01,111.6879433,1
1.3,0.001,71,2.8,111.6879433,1
1.3,0.001,72,4.32,111.6879433,1
1.3,0.001,72,3.96,56.24285714,1
1.3,0.001,73,3,57.19148936,1
1.3,0.001,75,3.24,38.4,1
1.3,0.001,74,6.5,38.4,1
1.3,0.005,73,6.38,25.17293233,1
1.3,0.006,72,3.9,51.11450382,1
1.3,0.008,73,2.94,25.75384615,1
1.28,0.006,76,3.23,20.98461538,1
1.28,0.006,78,2.88,25.75384615,1
1.33,0.006,74,5.07,7.693430657,2
1.33,0.006,78,1.05,10.52173913,1
1.33,0.006,79,1.55,9.562043796,1
1.33,0.005,78,2.08,12.52205882,1
1.33,0.005,78,2.88,13.28467153,1
1.33,0.005,77,3.96,16.13138686,1
1.33,0.004,76,4.24,16.13138686,1
1.33,0.003,77,4.64,32.26277372,1

1.33,0.004,75,2.88,48.25899281,1
1.33,0.007,75,2.68,24.1294964,1
1.33,0.005,75,2.82,12.15217391,1
1.33,0.006,73,5.12,19.15328467,1
1.33,0.005,72,5.25,8.029411765,1
1.33,0.005,70,4.05,10.11111111,1
1.33,0.008,69,3.6,14.51585821,1
1.33,0.007,68,3.9,14.51585821,1
1.33,0.008,70,5,26.19259259,1
1.36,0.009,78,1.84,8.661870504,1
1.36,0.009,79,1.02,9.28057554,1
1.36,0.008,78,2.84,19.51079137,1
1.36,0.006,74,7,32.56521739,1
1.36,0.008,67,9.68,33.08823529,1
1.36,0.008,67,10.07,49.63235294,1
1.36,0.008,64,6.6,399.9541985,1
1.36,0.009,63,4.18,562.1463415,1
1.36,0.006,63,11,400.4296875,1
1.36,0.008,67,7.05,39.58333333,1
1.37,0.007,81,2.52,25.86896552,1
1.4,0.006,83,1.08,9.04109589,1
1.4,0.004,80,0.44,33.82550336,1
1.4,0.008,79,2.55,44.46896552,1
1.4,0.006,79,3.5,56.04827586,1
1.4,0.007,79,3.84,44.46896552,1
1.4,0.005,77,4.2,39.76551724,1
1.4,0.007,79,1.44,27.03947368,2
1.4,0.007,78,2.84,30.01324503,2
1.4,0.007,79,2.44,45.40131579,2
1.4,0.006,78,2.8,37.51655629,2
1.42,0.008,74,2,33.88965517,1
